source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
20121115_FJ_PC_TOV21_1_P03	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121115_FJ_PC_TOV21_1_P03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121115_FJ_PC_TOV21_1_P03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121115_FJ_PC_TOV21_1_P03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20130315_KMJ_PC_OVAS_3_P2	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20130315_KMJ_PC_OVAS_3_P2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20130315_KMJ_PC_OVAS_3_P2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20130315_KMJ_PC_OVAS_3_P2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121202_FJ_PC_OVSAYO_1_P02	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121202_FJ_PC_OVSAYO_1_P02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121202_FJ_PC_OVSAYO_1_P02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121202_FJ_PC_OVSAYO_1_P02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121120_KJ_PC_ES2_1_S03_4_5_6	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	6	20121120_KJ_PC_ES2_1_S03_4_5_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121120_KJ_PC_ES2_1_S03_4_5_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121120_KJ_PC_ES2_1_S03_4_5_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121110_KJ_PC_KOC7C_1_S07_8	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	8	20121110_KJ_PC_KOC7C_1_S07_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121110_KJ_PC_KOC7C_1_S07_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121110_KJ_PC_KOC7C_1_S07_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20130320_KMJ_PC_OVISE_1_SAX4	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20130320_KMJ_PC_OVISE_1_SAX4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20130320_KMJ_PC_OVISE_1_SAX4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20130320_KMJ_PC_OVISE_1_SAX4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121112_FJ_PC_KOC7C_2_P02	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121112_FJ_PC_KOC7C_2_P02	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121112_FJ_PC_KOC7C_2_P02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121112_FJ_PC_KOC7C_2_P02.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121117_KJ_PC_TOV21_2_S09_10_11	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	11	20121117_KJ_PC_TOV21_2_S09_10_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121117_KJ_PC_TOV21_2_S09_10_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121117_KJ_PC_TOV21_2_S09_10_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121123_KJ_PC_ES2_3_S01	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121123_KJ_PC_ES2_3_S01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121123_KJ_PC_ES2_3_S01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121123_KJ_PC_ES2_3_S01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121209_KMJ_PC_OVAS_2_S01	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121209_KMJ_PC_OVAS_2_S01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121209_KMJ_PC_OVAS_2_S01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121209_KMJ_PC_OVAS_2_S01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121119_KJ_PC_TOV21_3_S09_10_11	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	11	20121119_KJ_PC_TOV21_3_S09_10_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121119_KJ_PC_TOV21_3_S09_10_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121119_KJ_PC_TOV21_3_S09_10_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121120_KJ_PC_ES2_1_S13_14	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	14	20121120_KJ_PC_ES2_1_S13_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121120_KJ_PC_ES2_1_S13_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121120_KJ_PC_ES2_1_S13_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121207_KMJ_PC_OVAS_1_S02_12	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	12	20121207_KMJ_PC_OVAS_1_S02_12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121207_KMJ_PC_OVAS_1_S02_12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121207_KMJ_PC_OVAS_1_S02_12.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121202_KMJ_PC_OVISE_1_S07_8	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	8	20121202_KMJ_PC_OVISE_1_S07_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121202_KMJ_PC_OVISE_1_S07_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121202_KMJ_PC_OVISE_1_S07_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121117_KJ_PC_TOV21_2_S07_8	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	8	20121117_KJ_PC_TOV21_2_S07_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121117_KJ_PC_TOV21_2_S07_8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121117_KJ_PC_TOV21_2_S07_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121115_FJ_PC_TOV21_1_P05	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121115_FJ_PC_TOV21_1_P05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121115_FJ_PC_TOV21_1_P05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121115_FJ_PC_TOV21_1_P05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121123_FJ_PC_ES2_1_P04	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121123_FJ_PC_ES2_1_P04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121123_FJ_PC_ES2_1_P04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121123_FJ_PC_ES2_1_P04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20130314_KMJ_PC_OVAS_2_P4	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20130314_KMJ_PC_OVAS_2_P4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20130314_KMJ_PC_OVAS_2_P4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20130314_KMJ_PC_OVAS_2_P4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121120_KJ_PC_ES2_1_S09_10_11	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	11	20121120_KJ_PC_ES2_1_S09_10_11	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121120_KJ_PC_ES2_1_S09_10_11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121120_KJ_PC_ES2_1_S09_10_11.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121115_FJ_PC_TOV21_1_P01	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121115_FJ_PC_TOV21_1_P01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121115_FJ_PC_TOV21_1_P01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121115_FJ_PC_TOV21_1_P01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121202_FJ_PC_OVSAYO_1_P05	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121202_FJ_PC_OVSAYO_1_P05	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121202_FJ_PC_OVSAYO_1_P05.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121202_FJ_PC_OVSAYO_1_P05.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121119_FJ_PC_TOV21_3_P01	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121119_FJ_PC_TOV21_3_P01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121119_FJ_PC_TOV21_3_P01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121119_FJ_PC_TOV21_3_P01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121117_KJ_PC_TOV21_2_S15	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121117_KJ_PC_TOV21_2_S15	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121117_KJ_PC_TOV21_2_S15.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121117_KJ_PC_TOV21_2_S15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121110_FJ_PC_KOC7C_1_P01	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121110_FJ_PC_KOC7C_1_P01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121110_FJ_PC_KOC7C_1_P01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121110_FJ_PC_KOC7C_1_P01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121119_FJ_PC_TOV21_3_P04	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121119_FJ_PC_TOV21_3_P04	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121119_FJ_PC_TOV21_3_P04.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121119_FJ_PC_TOV21_3_P04.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121123_FJ_PC_ES2_1_P03	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121123_FJ_PC_ES2_1_P03	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121123_FJ_PC_ES2_1_P03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121123_FJ_PC_ES2_1_P03.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121209_KMJ_PC_OVAS_2_S03_4_5_6	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	6	20121209_KMJ_PC_OVAS_2_S03_4_5_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121209_KMJ_PC_OVAS_2_S03_4_5_6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121209_KMJ_PC_OVAS_2_S03_4_5_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20130320_KMJ_PC_OVISE_1_SAX3	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20130320_KMJ_PC_OVISE_1_SAX3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20130320_KMJ_PC_OVISE_1_SAX3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20130320_KMJ_PC_OVISE_1_SAX3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121119_KJ_PC_TOV21_3_S13_14	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	14	20121119_KJ_PC_TOV21_3_S13_14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121119_KJ_PC_TOV21_3_S13_14.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121119_KJ_PC_TOV21_3_S13_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121120_KJ_PC_ES2_1_S01	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121120_KJ_PC_ES2_1_S01	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121120_KJ_PC_ES2_1_S01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121120_KJ_PC_ES2_1_S01.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
20121202_FJ_PC_OVSAYO_1_P06	Homo sapiens	Permanent cell line cell	hek293t	Malignant neoplasm of ovary	1	20121202_FJ_PC_OVSAYO_1_P06	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=isotope labeling;AC=PRIDE:0000310	NT=Q Exactive;AC=MS:1001911	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	NT=collision-induced dissociation;AC=MS:1000133	1	1	20121202_FJ_PC_OVSAYO_1_P06.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2016/07/PXD000901/20121202_FJ_PC_OVSAYO_1_P06.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Permanent cell line cell
