source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]
OR2_100201_HT_15N_NAA_SCX13_1	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX13_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX13_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX13_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100105_HT_NAA2hourSCX33	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100105_HT_NAA2hourSCX33	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100105_HT_NAA2hourSCX33.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100105_HT_NAA2hourSCX33.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR3_100413_HT_15N_NAA_SCX31	arabidopsis thaliana	not available	not applicable	not available	1	OR3_100413_HT_15N_NAA_SCX31	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR3_100413_HT_15N_NAA_SCX31.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR3_100413_HT_15N_NAA_SCX31.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX12	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX12	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX12.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX12.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_15N_NAA_SCX10	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX10.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX10.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100105_HT_NAA2hourSCX7	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100105_HT_NAA2hourSCX7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100105_HT_NAA2hourSCX7.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100105_HT_NAA2hourSCX7.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX19	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX19	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX19.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX19.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_SCX16	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_SCX16	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_SCX16.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_SCX16.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX22	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX22	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX22.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX22.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_SCX16_1	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_SCX16_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_SCX16_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_SCX16_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_15N_NAA_SCX21	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX21	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX21.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX21.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_15N_NAA_SCX5	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX5.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX5.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100309_HT_15N_NAA_SCX28	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100309_HT_15N_NAA_SCX28	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100309_HT_15N_NAA_SCX28.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100309_HT_15N_NAA_SCX28.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR2_100201_HT_15N_NAA_SCX9	arabidopsis thaliana	not available	not applicable	not available	1	OR2_100201_HT_15N_NAA_SCX9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR2_100201_HT_15N_NAA_SCX9.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR2_100201_HT_15N_NAA_SCX9.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_091109_HT_NAA14N2hoursSCX4	arabidopsis thaliana	not available	not applicable	not available	1	OR1_091109_HT_NAA14N2hoursSCX4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_091109_HT_NAA14N2hoursSCX4.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_091109_HT_NAA14N2hoursSCX4.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR3_100413_HT_15N_NAA_SCX36	arabidopsis thaliana	not available	not applicable	not available	1	OR3_100413_HT_15N_NAA_SCX36	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR3_100413_HT_15N_NAA_SCX36.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR3_100413_HT_15N_NAA_SCX36.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_SCX14	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_SCX14	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_SCX14.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_SCX14.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
OR1_100215_HT_15N_NAA_SCX15_1	arabidopsis thaliana	not available	not applicable	not available	1	OR1_100215_HT_15N_NAA_SCX15_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=ltq orbitrap xl;AC=MS:1000556	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	not applicable	not available	1	1	OR1_100215_HT_15N_NAA_SCX15_1.RAW	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/02/PXD000177/OR1_100215_HT_15N_NAA_SCX15_1.RAW	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation
