source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[enrichment process]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[instrument]	comment[instrument]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fractionation method]	comment[reduction reagent]	comment[alkylation reagent]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sdrf version]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[organism part]
PRIDE_Exp_Complete_Ac_25784.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25784.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25784.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25784.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_26050.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_26050.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_26050.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26050.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25194.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25194.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25194.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25194.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25626.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25626.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25626.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25626.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25356.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25356.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25356.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25356.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_26498.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_26498.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_26498.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26498.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_26004.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_26004.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_26004.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26004.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_26208.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_26208.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_26208.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26208.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25137.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25137.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25137.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25137.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_26341.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_26341.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_26341.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26341.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25436.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25436.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25436.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25436.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_26102.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_26102.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_26102.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26102.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_26353.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_26353.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_26353.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_26353.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25050.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25050.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25050.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25050.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_24937.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_24937.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_24937.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_24937.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25615.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25615.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25615.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25615.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25006.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25006.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25006.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25006.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25519.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25519.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25519.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25519.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25926.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25926.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25926.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25926.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25270.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25270.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25270.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25270.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25876.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25876.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25876.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25876.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_25044.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_25044.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_25044.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_25044.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
PRIDE_Exp_Complete_Ac_24909.pride	Zea mays	Leaf	not applicable	not available	phosphopeptide enrichment (IMAC)	1	PRIDE_Exp_Complete_Ac_24909.pride	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=label free sample;AC=MS:1002038	NT=LTQ;AC=MS:1000447	NT=instrument model;AC=MS:1000031	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Propionamide;AC=UNIMOD:39;TA=C;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	not available	10 ppm	0.2 Da	NT=SDS PAGE;AC=PRIDE:0000568	dithiothreitol	iodoacetamide	1	1	PRIDE_Exp_Complete_Ac_24909.pride.mgf.gz	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2012/07/PRD000721/generated/PRIDE_Exp_Complete_Ac_24909.pride.mgf.gz	v1.1.0	NT=ms-proteomics;VV=v1.1.0	manual curation	Leaf
